nohup: ignoring input
-c = 2; cfg = CIFAR10; device = cuda:7
batch size: 128
Files already downloaded and verified
epoch 30 loss: 1.7888850884246825 elapsed 530.99s
epoch 31 loss: 1.7697575966644288 elapsed 548.49s
epoch 32 loss: 1.7525912047576904 elapsed 565.27s
epoch 33 loss: 1.7344784588241577 elapsed 582.07s
epoch 34 loss: 1.7201456853485106 elapsed 598.97s
epoch 35 loss: 1.7039642482757569 elapsed 616.22s
epoch 36 loss: 1.6894304708099366 elapsed 633.66s
epoch 37 loss: 1.6748178714752198 elapsed 650.56s
epoch 38 loss: 1.6615064878082275 elapsed 667.38s
epoch 39 loss: 1.647254391708374 elapsed 684.27s
epoch 40 loss: 1.6341124382781982 elapsed 701.22s
epoch 41 loss: 1.622775231399536 elapsed 718.75s
epoch 42 loss: 1.60941895942688 elapsed 735.73s
epoch 43 loss: 1.5992247973632812 elapsed 752.70s
epoch 44 loss: 1.5875789705657959 elapsed 769.75s
epoch 45 loss: 1.576541941795349 elapsed 787.37s
epoch 46 loss: 1.566194059829712 elapsed 804.21s
epoch 47 loss: 1.5552042803192139 elapsed 820.53s
epoch 48 loss: 1.5462345656967162 elapsed 837.29s
epoch 49 loss: 1.5384317322540284 elapsed 854.20s
epoch 50 loss: 1.5275249402999878 elapsed 871.06s
epoch 51 loss: 1.518063486442566 elapsed 888.32s
epoch 52 loss: 1.507933181991577 elapsed 906.43s
epoch 53 loss: 1.5033696926879883 elapsed 923.28s
epoch 54 loss: 1.4936569485855102 elapsed 940.14s
epoch 55 loss: 1.4860273492050171 elapsed 957.00s
epoch 56 loss: 1.480197625656128 elapsed 973.93s
epoch 57 loss: 1.4718786569976807 elapsed 991.86s
epoch 58 loss: 1.4650965644073486 elapsed 1008.77s
epoch 59 loss: 1.4564295837783814 elapsed 1025.86s
epoch 60 loss: 1.4505836490249633 elapsed 1043.21s
epoch 61 loss: 1.4439757012557983 elapsed 1060.05s
epoch 62 loss: 1.4374715310668946 elapsed 1077.61s
epoch 63 loss: 1.4287701079177857 elapsed 1095.66s
epoch 64 loss: 1.4233762423324585 elapsed 1112.46s
epoch 65 loss: 1.4195935986709596 elapsed 1129.79s
epoch 66 loss: 1.4111132262420654 elapsed 1147.14s
epoch 67 loss: 1.406468638687134 elapsed 1165.12s
epoch 68 loss: 1.3990189598083496 elapsed 1182.89s
epoch 69 loss: 1.394154313735962 elapsed 1199.83s
epoch 70 loss: 1.3881727141189575 elapsed 1216.68s
epoch 71 loss: 1.3854437295150757 elapsed 1233.51s
epoch 72 loss: 1.3805587566757203 elapsed 1250.32s
epoch 73 loss: 1.373738881072998 elapsed 1267.14s
epoch 74 loss: 1.3668855890274048 elapsed 1284.00s
epoch 75 loss: 1.365209732284546 elapsed 1300.84s
epoch 76 loss: 1.3604016413497926 elapsed 1317.73s
epoch 77 loss: 1.3526585976409913 elapsed 1334.51s
epoch 78 loss: 1.3472108074188232 elapsed 1351.39s
epoch 79 loss: 1.3449030657958985 elapsed 1368.24s
epoch 80 loss: 1.340963286781311 elapsed 1385.33s
epoch 81 loss: 1.33350519821167 elapsed 1402.18s
epoch 82 loss: 1.3283421046447754 elapsed 1419.00s
epoch 83 loss: 1.325386195678711 elapsed 1436.74s
epoch 84 loss: 1.3201216382598877 elapsed 1454.70s
epoch 85 loss: 1.317892897720337 elapsed 1471.77s
epoch 86 loss: 1.3151918278503418 elapsed 1488.69s
epoch 87 loss: 1.3104769596099854 elapsed 1506.34s
epoch 88 loss: 1.3040386301803588 elapsed 1523.45s
epoch 89 loss: 1.3005025551986695 elapsed 1540.48s
epoch 90 loss: 1.2963623372650146 elapsed 1557.43s
epoch 91 loss: 1.2964545682907105 elapsed 1574.20s
epoch 92 loss: 1.2884101269149781 elapsed 1591.14s
epoch 93 loss: 1.2855162885284424 elapsed 1607.94s
epoch 94 loss: 1.2827416051483154 elapsed 1624.82s
epoch 95 loss: 1.27789918926239 elapsed 1641.71s
epoch 96 loss: 1.276682733001709 elapsed 1659.06s
epoch 97 loss: 1.2736465007781983 elapsed 1676.27s
epoch 98 loss: 1.2658429331207275 elapsed 1693.81s
epoch 99 loss: 1.2654214053344726 elapsed 1711.47s
Done
